ID,Text
14713,"Công nhận đặt hàng sử dụng tiki now rất nhanh, khoảng 1 giờ đồng hồ là giao tận tay. Nhưng điều đáng tiếc ở đây là khi nhận sản phẩm, nhìn vỏ hộp rất đẹp và mới, đóng gói kỹ càng, đến khi mở sản phẩm ra để sử dụng thì thấy có nhiều vết bẩn ở trên các phím giống như có tay người khác đã sử dụng, hơn thế nữa là phía sau có vài vết trầy. Nó không mới giống như đóng gói nguyên bản từ nhà sản xuất. Có gọi lên tiki để phản ánh, nhưng vì mình đã sử dụng rồi nên tiki không hỗ trợ đổi trả. Mặc dù hiện tại sản phẩm chưa có lỗi gì nhưng cũng khá thất vọng cho Tiki Trading lần này."
14714,"Bàn phím nặng vừa phải, phím nhạy và đầm, thiết kế rất đẹp, gác điện thoại/ ipad vô tư rất chắc chắn. Bluetooth kết nối nhanh và tốc độ hiện chữ khi gõ không khác gì máy tính. Tikinow giao đúng giờ. Nhìn chung so với nhu cầu cơ bản và cũng hơi khó tính của mình thì không có gì để chê hết. Độ nghiêng bàn phím rất vừa vặn. Ngón tay mình rất dài nên với kích thước lớn này mình thấy thoải mái lắm. Rất rất thích ! Tikinow giao rất đúng giờ. Mình đặt lúc khuya, tiki báo giao trước khi 10h ngày mai là đúng 10h kém mình nhận đc hàng. Cảm ơn Tiki nhé !"
14715,"Ở quận 10, đặt chừng 1h 30 phút là có, đóng gói đơn giản, không còn bọc ni lông chống sốc nữa. Hàng dù nguyên seal, nhưng bàn phím đã dính bẩn bởi dầu hoặc dấu tay ở một vài chỗ. Khâu đóng gói của Logitech cần cải thiện điểm này. Khay dựng máy để vừa với MTB Samsung tab A 10.5. Hành trình phím khá sâu, nảy cũng tốt, có điều một số phím còn cứng khi bấm ở mép, phím dài gõ tốt không bị kẹt ở mép. Tốc độ nhận lệnh phím tốt, gần tức thì. Chữ in trên phím không sắc nét, không có đèn nền để dùng ban đêm."
14716,chọn tiki now giao hàng đã trễ mà con giao sản phẩm lỗi. yêu cầu đổi hàng thì phải gọi 3 cuộc mới lấy lại xong đợi nhà sản xuất check lại. Từ lúc đổi trả cho tới hiện tại là hơn 1 tuần. Không phản hồi cũng không nhận lại được gì. gọi tông đài cho ngje nhạc đã luôn.
14717,"1. về đóng gói, rất ưng vì đóng gói rất cẩn thẩn, chắc chắn. 2. Về đánh giá sản phẩm, không nặng lắm như mô tả!(nữ xài nên đánh giá rất tin tưởng) 3. Rất ưng từ cách giao hàng, đến đóng gói, đến chất lượng sản phẩm Chốt: Mong sẽ luôn giữ uy tín như vậy!"
14718,"Hàng về mới cáu cạnh, chỉ ko biết là tem digiworld ko dán trực tiếp trên sản phẩm mà dán trên hộp. Dù biết là logitech có truyền thống series trên hộp và sản phẩm đa phần có thể khác nhau, nhưng nếu v khi cần bảo hành thì như thế nào ? Về tổng thể chất lượng sản phẩm, vận chuyển tốt, hàng mới nguyên vẹn. Có điều thấy phím cách có tí vệt mồ hôi nhẹ, chắc do khi test hàng."
14719,"Bàn phím rất nặng mặc dù dùng cho iPad với mục đích đem đi. Quan trọng nhất là khi bấm thì tạo ra tiếng rất lớn, gây mất tập trung và phiền toái nếu sử dụng ở quán cafe hoặc công sở. Trải nghiêm khi đánh máy với k480 là rất mệt vì phím bấm tuy sâu nhưng ko ăn nên hụt phím khá nhiều, nếu muốn ăn thì phải dùng lực rất nhiều và tiếng ồn sẽ trở nên to hơn, rất gây mất cảm tình và khó chịu khi đánh máy."
14720,"bàn phím tốt, chất lượng, mẫu mã đẹp, gõ tốt, giá tương đối tốt, tặng 2 cùng pin đi kèm mà hết pin, ai mua về thì nên chuẩn bị pin trước, pin loại nhỏ 1.5v"
14721,"- Thiết kế đẹp, nhìn bắt mắt - Kết nối blutooth ổn định, chuyển kết nối nhanh - Bàn phím chắc chắn, hơi nặng, chân đế có cao su nên chống trượt - Phím gõ hơi nặng tay nhưng khá êm - khung viền dựng phone và ipad chắc chắn"
14722,"Điểm cộng: - Thiết kế đẹp, nhìn ở ngoài cũng khá sang. - Hỗ trợ nhiều hệ điều hànhm switch thuận tiện. - Có thể tùy chỉnh vài phím chức năng bằng phần mềm Logitech Options. - Sử dụng để làm việc trên Android hay iOS rất tiện nhờ các phím chức năng. Điểm trừ: - Gõ rất nặng, mệt. - Khoảng cách giữa các phím xa quá, dùng chưa quen... - Thỉnh thoảng có độ trễ khi gõ phím (cái này nói chung cũng tùy thuộc vào kết nối bluetooth của thiết bị đích). Nhìn chung ổn trong tầm giá! Tiki giao hàng nhanh, đóng gói kỹ."
14723,"Sản phẩm mua về chiều tối, lấy sản phẩm ra bị lỏng nắp pin, sáng hôm sau gọi điện yêu cầu đổi trả. TIKI hẹn 2-3 ngày đến lấy sản phẩm, hôm nay là ngày thứ 5, không ai đến lấy. Gửi email không ai trả lời. tới ngày thứ 3 gọi tổng đài 3 lần đều hẹn đến lấy hàng trong 1-2 ngày. tiền thì bỏ ra mua dịch vụ chuyển phát nhanh, có nghĩa là đang cần gấp để làm việc, giờ tối về nhà ngồi chơi 5 ngày. đợt này TIKI có vẻ hơi tồi giống lazada"
14724,"Hàng của Logitech thì không cần phải bàn. Ưu điểm: - Bàn phím xài khá ổn, bấm êm - Kết nối các thiết bị rất nhanh thời gian chờ chỉ 1-2 giây. - Tự động ngắt sau khi không sử dụng. - Khay đựng được 3 điện thoại hoặc 1 Ipad và 1 điện thoại cùng lúc Nhược điểm: - Trọng lượng khá là nặng khi di chuyển Giao hàng nhanh và bọc khá là kỹ."
14725,"Mình nhận được sài khoảng 1 tháng, thật sự mình khá thất vọng: - Thiết kế cũng khá đẹp mắt, bo tròn từng phím bấm - Cái tệ đầu tiên là bàn phím không thể thay đổi độ nghiêng, đặt trên bàn phảng lì chẳng bấm thoải mái, - Các nút bấm vô cùng, vô cùng tệ, mình bấm thường xuyên bị kẹt phím và cmar giác không nảy, mình đã thử đủ mọi góc nghiên và bằng cũng không thể có cảm gác khá hơn, - Khi bấm tổ hợp các phím nó rất hay bị kẹt kẹt, bấm không ăn và thường xuyên bị cứng - Khi đánh mình lúc nào cũng phải kê 1 đầu lên để thoải mái hơn Không biết có phải bàn phím của mình bị lỗi hay không, nhưng thật sự nói về cảm giác bấm mình rất rất thất vọng, thậm chí còn thua xa bàn phím cho PC dỏm mua hơn 100k."
14726,"Đã nhận được hàng sp đẹp, tốt Ưu điểm: có nút vặn chuyển đổi qua lại giữa các thiết bị, trên bàn phím có khe để vừa đt hoặc ipad đang dùng case. Nhược điểm: phím bấn hơi cứng, trọng lượng đến hơn 800gr nên cầm nặng tay"
14727,"Sau khi mua và sử dụng, tôi đánh giá bàn phím có những ưu điểm sau: - Kết nối được nhiều thiết bị cùng 1 lúc (Phù hợp với những người sử dụng nhiều thiết bị: Surface, Ipad, Mobile,....) - Bàn phím là nút vuông, dễ gõ và không bị sai chính tả như bàn phím nút tròn - Logitech K380 - Pin dùng lâu - Có khay để Ipad/Mobile/Tablet/... rất tiện lợi. Nhược điểm: - Bàn phím nặng hơn K380 nên hơi có chút bất tiện khi mang đi lại - Tính năng gõ ""enter"" là gửi được tin nhắn/văn bản không sử dụng được khi kết nối với các thiết bị hệ điều hành iOS/MacOS/... (Có thể do hệ điều hành này chỉ dùng được với bàn phím của Apple) Nhìn chung, vẫn là 1 sản phẩm tuyệt vời với mức giá hợp lý rất nhiều so với các bàn phím của Apple, Microsoft,.... và kết nối được nhiều thiết bị cùng 1 lúc."
14728,"mua cách đây hơn 2 năm, hôm nay có anh đồng nghiệp hỏi bàn phím bluetooth mới ngồi mò lại viết review =)) bàn phím tuyệt vời, chất lượng, pin trâu, chỉ có 1 điều là bàn bím bấm hơi kêu to, đại ca nào mà bấm nhanh và mạnh tay nữa thì thôi rồi....."
14729,"Mình chọn màu trắng, nhìn đẹp hơn màu đen nhiều. Tuy bàn phím có hơi ngã màu vàng như có bạn đã nói. Nhưng vấn đẹp. Kết nối Bluetooth tốt, tự động ngắt kết nối nếu ko sử dụng để tiết kiệm pin. Bàn phím khá nặng, đằm tay, nên rất chắc chắc khi gắn điện thoại, tablet lên để gõ. Điểm không thích duy nhất là cảm giác gõ không tốt lắm. Nút bấm hơi lỏng lèo, cảm giác không sướng khi gõ những bàn phím tốt khác. Với tầm giá này thì mình nghĩ bàn phím này nên mang lại cảm giác gõ tốt hơn. Layout hình như hơi nhỏ thì phải, khi mình chuyển đổi qua bàn phím khác thì cảm giác không được thoải mái lắm, đôi khi gõ nhầm chữ."
14730,Thời gian đặt hàng quá lâu. Hơn 2 tuần mới tới nơi. Bù lại về sản phẩm đúng như ảnh. Chất lượng tốt
14731,"Bàn phím bấm rất sướng, có khe để dựng tablet hoặc điện thoại nên rất tiện. Quá tốt so với giá tiền. Còn có nút chuyển đổi giữa 3 thiết bị, bàn phím chuyển đổi và kết nối rất nhanh nhé."
14732,"Bàn phím cầm nặng và chắc tay, cứng cáp. Tuy nhiên cảm giác gõ phím hơi bị cứng một chút, gõ vài hôm sẽ quen. Trên iOS, nút Caplock bị chuyển thành nút chuyển ngôn ngữ nếu bàn phím có nhiều hơn 1 ngôn ngữ. Vẫn chưa biết cách để thay đổi."
14733,"Thiết kế bàn phím quá nặng, hành trình phím sâu làm thao tác gõ phím chậm đi, không hợp với xu thế thị hiếu. Nếu các bạn muốn mang theo để dùng kèm với laptop hoặc ipad thì càng ko nên mua mẫu này."
14734,"Bàn phím gõ cứng, không được mềm và êm như bàn phím laptop. Trọng lượng khá nặng, gần 1 kg. Không thích hợp di chuyển lắm vì cộng cả ipad, bao da Và bàn phím cũng gần 2 kg."
14735,"cho dù không đặt hàng giao nhanh thì lần nào mình đặt hàng cũng đến sớm trước một ngày! sản phẩm nguyên mác nguyên bọc, bề ngoài và cảm giác khi dùng thử đều tốt! cảm ơn tiki!!!"
14736,"Đã mua và dùng gần 2 năm nay giờ mới viết nhận xét Trong gần 2 năm chạy liên tục không gặp vấn đề gì cả, rất ổn định Tốc độ tối đa khoảng 95Mbps cho mỗi luồng up&down"
14737,"- Dễ lắp đặt - Mẫu mã đẹp (sếp mình thích mê) - Hoạt động tốt - Hơi khác hình sản phẩm (chỉ có đèn tín hiệu nằm sau cổng RJ45, không có đèn mặt trên) - Giao hàng nhanh, đóng gói cẩn thận"
14738,"Hàng chính hãng, đây là điều mình thích ở tiki, không bán hàng không rõ nguồn gốc. Sản phẩm sử dụng tốt đến hiện tại, chia tin hiệu cũng rất tốt, hiện tại tốc độ internet ADSL nhà mình chỉ có 4Mbps do khu vực không có cáp quang nên cũng không thể phát huy được hết và cũng không kiểm tra được nhiều. Nhin chung thì tín hiệu internet chạy tốt ."
14739,"Mới order thêm 3 cái nữa nhưng hóa đơn VAT gửi về bị trồng chéo thông tin, Vui lòng xuất lại cho tôi HĐ khác, Lần trc có bị lỗi tnay đâu"
14740,"Mới sử dụng 3 tháng hỏng rồi. Gửi bảo hành mà hẹn thời gian 21 ngày làm việc. Bảo hành một sản phẩm mà cả tháng, đúng làm chán!"
14741,"Tiki giao hàng nhanh, và đóng gói sản phẩm cũng rất tốt và đẹp, không có vấn đề gì. Sản phẩm thì đúng như đã miêu tả, chia kết nối internet rất tốt. Giờ nhà mình có thể dùng bộ chia này để chia dây cho nhiều máy khác nhau."
14742,"Đóng gói cẩn thận, giao hàng tương đối nhanh so với thời hạn. Sản phẩm dùng tốt!"
14743,"Sử dụng tốt, cắm và chạy, k cần cài đặt. Tốc độ k suy suyển. Trong mức giá k thể đòi hỏi hơn."
14744,"Sản phẩm xài tốt, tuy nhiên Tiki giao hàng chậm quá. 1 đơn của mình tách làm 2 rồi giao 2 đơn cách nhau gần 1 tuần. Đề nghị cải thiện quy trình xử lý đơn hàng"
14745,"mình mua về xài đc có một hôm là bị mất kết nối,đèn vẫn sáng mà ko Có tiến hiệu"
14746,"Hàng đóng gói cẩn thận, mới dùng thử chưa đến 1 tuần nên chưa thể nói thêm về chất lượng."
14747,"Hàng bên ngoài nhìn rất to, đẹp. Hàng trên mạng cứ cái nào ảnh bé thì ngoài to, còn ảnh to ngoài bé."
14748,Sản phẩm hay bị trục trặc. Hay rớt tín hiệu. Phải rút ổ điện ra cắm lại
14749,"Sản phẩm tốt, mình rất thích. Hài long khi mua hang ở Tiki lắm! Sẽ ủng hộ them lần sau nha"
14750,"Hoạt động êm ái, không nóng, tốc độ rất tốt lên đến 90Mbps, rất hài lòng"
14751,"Xài mạng 100 thì ok, bác nào có ý định xài cho card 1000 thì không nên nhe"
14752,"Mình có comment là phải có VAT, trong khi giá là đã có VAT rồi. Yc xuất lại hóa đơn giúp mình. Xin cảm ơn"
14753,Xài rất tốt đường truyền cùng lúc 3 máy vẫn chạy ổn 5*
14754,Đơn giản dễ dùng Đóng gói tốt Hoạt động tốt Tốc độ đạt yêu cầu
14755,"sản phẩm nhỏ gọn, sử dụng tốt. đã quá lâu mà hóa đơn từ nhà cung cấp vẫn chưa nhận được hic hic."
14756,"Hàng đóng gói cẩn thận, mới dùng thử chưa đến 1 tuần nên chưa thể nói thêm về chất lượng."
14757,"Hàng bên ngoài nhìn rất to, đẹp. Hàng trên mạng cứ cái nào ảnh bé thì ngoài to, còn ảnh to ngoài bé."
14758,Sản phẩm hay bị trục trặc. Hay rớt tín hiệu. Phải rút ổ điện ra cắm lại
14759,"Sản phẩm tốt, mình rất thích. Hài long khi mua hang ở Tiki lắm! Sẽ ủng hộ them lần sau nha"
14760,Xài rất tốt đường truyền cùng lúc 3 máy vẫn chạy ổn 5*
14761,"Với giá cả không quá cao nhưng mang lại trải nghiệm rất tốt. Tiki giao hàng rất nhanh. Chuột cắm vào là dùng được, kích thước tương đối nhỏ gọn, phù hợp với nhu cầu văn phòng. Độ chính xác khá tốt, nút bấm nhẹ nhàng. Về trải nghiệm tất nhiên không thể đòi hỏi ở mức hoàn hảo bởi giá khá thấp, với mức giá này có thể nói chất lượng rất tuyệt vời."
14762,"Mình nhận hàng thì ok. Kết nối chuột qua bluetooth trên win 10 thì dùng được nhưng kết nối bluetooth với macbook macOs 10.13.6 thì mãi không được. Cứ báo not connected, khi chọn để bấm connect thì có khi nó ghi connected nhưng cứ xoay xoay chỗ kết nối và vẫn không kết nối dc. Đang chờ Tiki gọi lại để hỗ trợ. Có bạn nào gặp trường hợp này đã xử lý dc vui lòng chỉ mình cách khắc phục với."
14763,"mới đầu không biết cách kết nối bluetooth, nhưng sau thì ok, chuột nhạy, nhanh, đóng gói cẩn thận, chuyển qua lại giữa bluetooth và usb cực nhanh. kiểu dáng cầm nắm ổn với tôi. Chỉ có điều chức năng sao chép giữa 2 máy tính chứ ko có giữa máy tính và điện thoại nên cũng ít xài tới"
14764,"Logitech M585 dùng thích hơn chiếc M235 m đang sử dụng. Khi click chuột nhiều sẽ khá gây ồn tầm buổi trưa yên tĩnh. M585 có kích cỡ vừa tay, với trọng lượng giúp di chuyển dễ dàng. Ngoài ra 2 phím backward và forward khi xem web rất thuận tiện. Rất đáng mua. Sản phẩm chính hãng dòng có giá cao thì sử dụng cũng tốt hơn."
14765,"Chuột này mình sử dụng hay bị mất kết nối, cứ nhấc lên khỏi mặt bàn đặt xuống là bị mất kết nối. Kiểu như bị lỏng pin vậy. Nhiều khi rất ức chế. Không biết bảo hành có được đổi lại hay sửa :("
14766,"Chuột dùng ổn, thích hợp với người tay vừa và nhỏ. Phần mềm logitech tự động tải ngay khi căm chuột và có thể tùy chỉnh. Dùng theo đầu cắm USB thì khá mượt còn chưa dùng chế độ bluetooth nên chưa rõ. Đóng gói tốt hơn đơn hàng mình mua lần trước ở Tiki và bạn Shipper cũng nhiệt tình nên cho 5*"
14767,Đúng Multi Device - đa nhiệm. Tuyệt vời. Các phím bấm nhẹ . Nút cuộn chính xác . Chỉ có điều nếu tránh tiếng động nhỏ khi làm việc đêm thì các bạn phải cân nhắc. Sản phẩm đúng nghĩa Black Friday .
14768,"Lúc đầu mở ra, lật ngửa lên thấy M585 sôi máu, nhớ là mình đặt M590. Phải vào nhận xét shop lừa đảo mới đc, vào kiểm tra lại đơn hàng thấy là trong lúc say mình click chuột nhầm con này. Mà qua một ngày sử dụng thấy cũng ok lắm"
14769,"mình mới mua đc 1,2 tháng gì đó từ lúc dịch mới dùng thì rất ngon mượt không tì vết mà giờ tín hiệu cứ chập chờn, dùng 1 tí lại đơ, để 1 lúc mới bắt được tín hiệu. xin hỏi Tiki mình bảo hành thế nào ạ?"
14770,Mua chính hãng tiki mà không có 1 cái tem gì của chính hãng! Thấy của cửa hàng nào đó! Hộp không có phiếu giao hàng gì luôn! Vỏ sản phẩm thì bị rạch ra để làm gì không biết??
14771,"Với giá cả không quá cao nhưng mang lại trải nghiệm rất tốt. Tiki giao hàng rất nhanh. Chuột cắm vào là dùng được, kích thước tương đối nhỏ gọn, phù hợp với nhu cầu văn phòng. Độ chính xác khá tốt, nút bấm nhẹ nhàng. Về trải nghiệm tất nhiên không thể đòi hỏi ở mức hoàn hảo bởi giá khá thấp, với mức giá này có thể nói chất lượng rất tuyệt vời."
14772,"Tốc độ truy cập rất cao, đúng như thông số kỹ thuật. Mình đã dùng 6 tháng rồi, vẫn tốt. Nên mua ổ này tuy giá đắt hơn các loại khác nhưng rất xứng đáng, không phải suy nghĩ. Mình đã từng mua ổ của hãng khác, thông số kỹ thuật của hãng công bố thì giống hệt ổ này, tuy rẻ hơn nhưng tốc độ thực chỉ được một nửa so với Samsung Evo này."
14773,SSD Samsung ngon không phải bàn rồi. 860 EVO 250GB có cache lớn dung lượng vừa phải rất thích hợp để làm OS drive. Giao hàng không nhanh không chậm tuy nhiên hộp carton của Tiki hơi to so với hàng nên nghe lọc cọc cũng ghê ghê. Hàng chính hãng có tem npp. Mua tại Tiki Trading.
14774,"Sản phẩm mới nguyên, mặc dù không nguyên seal. Đã test chuẩn ok. GÓP Y: Tiki cần gói hàng cẩn thận hơn. Đây là linh kiện điện tử dễ hỏng nên cần có túi bong bóng, chứ mình thấy để thẳng vào hộp hơi ẩu."
14775,mua 1 ram 1 ổ thì đều bị rạch mất seal. mở hộp ssd thấy tem bảo hành có 4 cái lỗ. liệu mang đi bảo hành có được không vậy? và bảo hành ở địa chỉ nào vậy? yêu cầu đổi hàng còn nguyên tem bảo hành
14776,"Việc đóng gói hàng hoá của Tiki thời gian gần đây rất tệ. Hàng điện tử mà không hề chèn lót xốp hay giấy để hạn chế xê dịch trong quá trình vận chuyển. Cứ đà này, Tiki chỉ phù hợp để mua sách."
14777,"Đặt TIKI NOW giao hàng nhanh : hẹn 13h giờ , hơn 11h đã nhận đc hàng , đóng gói cẩn thận , sản phẩm còn nguyên seal nhà phân phối , tem chính hãng . Sản phẩm nhẹ , tốc độ cao hơn các loại ssd khác như kingston . Rât đáng tiền. Mua 1 ổ tốt chứa dữ liệu 5-10 năm."
14778,"Hàng sản xuất tại china, serial number trên ổ cứng là : S4G2NF0M91073 trùng với trên vỏ hộp. Nhưng khi cắm vào box ổ cứng và kiểm tra bằng phần mềm samsung magician thì lại khác, tôi cũng không hiểu sao, không biết có phải chính hãng không."
14779,"Ssd mới , khi cắm vào máy nó sẽ ko không nhận ổ Mọi người dùng cách này Vì nó là ổ mới nên mọi người phại định dạng trước khi làm việc với nó Hàng xịn luôn tin tưởng tikitrading Shop bên thứ 3 ae chú ý nhé"
14780,"Hàng chính hãng, tem Ánh Minh Cường, BH 5 năm. Mình thích mua của TikiTrading và luôn yên tâm. (Các bạn dùng mainboard có UEFi, lúc setup nên tạo New Disk từ Unallocated Disk, thay vì Next luôn, Windows sẽ cài theo MBR thay vì GPT, tránh phát sinh lỗi boot)"
14781,Đúng hàng chính hãng nhưng sản phẩm mua 31 tháng 7 mà tem bảo hành để tuần 1 tháng 3 vậy là sản phẩm bị trôi bảo hành không phảo hàng mới. Yêu cầu tiki hỗ trợ giải quyết vấn đề dùm.
14782,"Đặt Tiki Now nhưng giao qua không gọi trước, đến gọi mình không để ý thế là không giao,, do đơn hàng đang gấp nên mình gọi lại hỏi thì bắt mình phải tự chạy qua lây hàng, làm mình phải tự chạy qua lấy."
14783,"Giao nhanh, đóng gói ổn, đang kiểm tra chất lượ.n sản phẩm. Tuy nhiên không phải ncc AMC. Tiki nên thêm chức năng upload video."
14784,"Mới nhận SP.. về chất lượng thì dòng ổ cứng của SamSung thuộc dạng có tiếng nên không nhận xét, còn về Sp thi ổ cứng phải qua sử dụng mới có đánh giá được.. nói chUng là vẫn rất tin tưởng SP :)"
14785,"Ổ cứng rất tốt, tiki giao nhanh trước cả giờ hẹn :)) mỗi tội đóng gói cho vào hộp to quá kêu lắc lên kêu lạch cạch sốt hết cả ruột :)) lắp vào máy dùng xài nhanh mượt chưa thấy có gì đáng chê"
14786,"Hàng dùng okie, đang cài win mới. Chất lượng phải chờ thời gian 5 năm kiểm nghiệm. Giao hàng nhanh, uy tín. Nhưng mỗi tội tự tin SSD quá nên đóng gói sơ sài, hộp chạy tự do trong hộp!:D"
14787,Tiki đóng gói cẩn thận. ổ cứng hàng chính hãng có tem phân phối của AMC. do mình gắn vào cổng SATA2 nên chưa thể kiểm tra tốc độ có chính xác không. sử dụng cơ bản thì thấy không khác biệt nhiều. Để dùng một thời gian rồi review lại.
14788,Giao hàng siêu nhanh. Tốc độ đọc ghi dữ liệu oke. Tiki lần sau cho vào hộp nhỏ hơn hoặc thêm chống sốc vào hộp chứ ổ cứng bé mà cho vào cái hộp to quá.
14789,"Ổ chính hãng,giao hàng nhanh,hiện tại dùng ok,còn bền hay không thì chưa biết !!"
14790,Tốc độ đọc: 550MBps và Tốc độ ghi: 520MBps. Nhưng khi test thì tốc độ ghi chỉ có 382MBps. Đề nghị tiki đổi sản phẩm lại giúp tôi
14791,Dùng rất nhiều loại SSD rồi. Nhưng thấy của Samsung là ổn nhất. Không biết độ bền thế nào nhưng thấy bảo hàng 5 năm là yên tâm rồi.
14792,"Giao nhanh, đóng gói ổn, đang kiểm tra chất lượ.n sản phẩm. Tuy nhiên không phải ncc AMC. Tiki nên thêm chức năng upload video."
14793,"Ổ cứng rất tốt, tiki giao nhanh trước cả giờ hẹn :)) mỗi tội đóng gói cho vào hộp to quá kêu lắc lên kêu lạch cạch sốt hết cả ruột :)) lắp vào máy dùng xài nhanh mượt chưa thấy có gì đáng chê"
14794,"Giá 1t3 là hợp lý, cài win 10 khởi động nhanh, chạy mượt mà, mở ứng dụng không cảm nhận được độ trễ. Giá tốt, chất lượng tốt!"
14795,"Mình mua về gắn cho cái laptop cũ Asus CoreI5 thế hệ 2. Máy khỏi động nhanh, chạy tác vụ cũng nhanh hơn hẳn. Hài lòng. Từ lúc sử dụng chưa bị hư nên ko biết chính sách bảo hành như nào."
14796,"387109025 Mã đơn hàng này mình chưa nhận được hóa đơn điện tử ạ. Ổ cứng dùng tốt, cài đặt nhanh. Duy chỉ có hóa đơn mình chưa nhận được"
14797,Mình bỏ tiền mua mà lại nhận hàng đã qua sử dụng không còn nguyên seal. Mình yêu cầu đổi lại hàng mới
14798,Đã mua về gắn chung với màn Dell 24in và trải nghiệm hết sức tuyệt vời. Nhận xét cơ bản là đáng đồng tiền bát gạo lắm. Nên mua lắm lun nha cả nhà. Trả lời cho thắc mắc của 1 số bạn : 1. Tui đang gắn cổng VGA cho con CF397 này bình thường nha. Chạy phà phà. 2. Tui treo màn hình lên arm để giải phóng diện tích bàn bị cái chân chứ V to tổ bố chiếm giữ. Giải pháp là bộ Arm hiệu NB và kẹp màn hình for Non Vesa Monitor cũng của NB luôn. (Hình gửi kèm cho ae tham khảo)
14799,"Tiki giao hàng nhanh, đặt chiều muộn thứ 7 sáng chủ nhật đang ngủ nướng là đã gọi giao hàng trong khi hẹn đến thứ 4 mới giao. Đóng gói cẩn thận, màn hình mới, đẹp, ko hở sáng. Rất vui vì lần đầu đặt hàng tiki 👍🏼"
14800,Tôi đã nhận được hàng sớm hơn 4 ngày so với thông báo. Hàng đóng gói tốt. Màn hình lắp và chạy luôn. Tuy nhiên hiên nay tôi vẫn chưa nhận được hóa đơn VAT - đề nghị gửi sớm. Nhờ TIKI và nhà phân phối kích hoạt bảo hành giúp
14801,Lúc mới nhận hàng cũng hơi ngần ngại vì gói kỹ quá không kiểm hàng được. Cũng mới xài được 2 ngày nhưng OK lắm. Không bõ công chờ đợi. Mua xong lại phải sắm thêm cái bàn cho cân xứng (like)
14802,"Mới nhận hàng trưa nay, hàng đóng gói cẩn thận, chữ bị rỗ nhưng đáp ứng công việc view data, có lẽ độ phân giải full hd thể hiện đến đó thôi. Chất lượng chưa biết phải sử dụng 1 thời gian, menu không có tiếng việt"
14803,"Sản phẩm xài tốt, màn hình sắc nét. Hiện mình đang sử dụng laptop (HD) chiếu lên màn hình nên vẫn chưa cảm nhận được độ nét tối đa của SP, chờ lắp máy PC vô mới biết cụ thể chất lượng có cải thiện hơn không. Nhưng hiện rất đáng tiền nhìn rất sướng."
14804,"Màn bị đen một số góc cạnh y như các bình luận khác trong này, có lẽ lỗi chung của dòng này. Mà anh em chú ý nhé, 27” mà chỉ fullhd nên nhìn rỗ cực kỳ, đặc biệt là chữ, xem film thì được. Không recommend!"
14805,"Sản phẩm đc đóng gói cẩn thận và giao hàng sớm hơn dự kiến. Màn hình ok, ít hở sáng, tinh chỉnh lại màu vừa mắt là ngon liền. Nhưng cho mình hỏi Tiki đã đăng ký bảo hành cho sp của mình chưa vậy??"
14806,"sản phẩm tốt trong tầm giá, màn đẹp ko đến mức xuất sắc nhưng rất ok 👌 mới nhận hàng hôm nay mong tiki chỉ kích hoạt bảo hành @@"
14807,"Đã nhận sáng nay sau khi order tối muộn hôm qua. Hàng đóng gói cẩn thận, nguyên seal. Đang trải nghiệm. Nói chung đến giờ khá hài lòng. Có điểm là chân đế hơi nhỏ nên khi rung mặt bàn, màn hình cũng dễ bị lung lay."
14808,"Giao hàng nhanh, sớm hơn 2 ngày so với dự kiến dù gửi về tỉnh. Đóng gói cẩn thận, OK trong ngày đầu sử dụng"
14809,"Màn hình như lỗi, độ sáng default thua xa màn hình 24in cùng loại, chỉnh lên max cũng ko sáng hơn, lâu lâu còn nghe cái tạch phát ra, ko biết bị gì, yêu cầu trả hàng"
14810,"Sản phẩm rất tốt, không gặp vấn đề gì, có điều nếu màn hình 2k thì có vẻ tương thích hơn đối với màn hình lớn như 27 inches. Hy vọng trong 2 năm được bảo hành sẽ không trục trặc gì."
14811,"lúc đầu cứ lo 27"" bự quá. Mà mua xong ko hối hận. màn to trải nghiệm đã hơn hẳn. không bị hở sáng, màu hiển thị đẹp, có chức năng lọc ánh sáng xanh bảo vệ mắt"
14812,"Mình ở tĩnh giao hơi lâu thôi chứ mọi vấn đề đều rất OK nha các bạn ơi, cứ lựa hàng của Tiki trading mà mua! An tâm lắm, mình mua hơn 50tr ở tiki rồi mà chưa có trục trặc gì cả!"
14813,"Đóng gói, giao hàng cẩn thận, màn 27’ mà fullHD nên hơi rỗ, mà sao đến hôm nay vẫn chưa thấy kích hoạt bảo hành, Tiki xem giúp m nhé"
14814,"Tiki xử lý đơn hàng nhanh, giao hàng cũng nhanh. Tối t5 đặt mà trưa t7 đã nhận đc hàng. Hàng ok, còn bền ko thì phải dùng mới biết đc. Cho shop và tiki 5sao"
14815,"Vừa đặt ngày hôm qua, màn hình bị lỗi hở sáng ở nhiều chỗ."
14816,"màn hình mã BZQHH4ZM900429 gần 2 tháng từ khi mua trên hóa đơn mà chưa kích hoạt bảo hành điện tử, mong tiki kiểm tra lại"
14817,Mình đang dùng con 18 inch đời tống màn hình tối om om nên khi chuyển sang con này thì mình thấy quá đẹp lại mua đúng đợt đang sale 3tr3949k nên rất hài lòng
14818,"Rất hài lòng, sản phẩm chất lượng. Tiki đóng gói cẩn thận và giao hàng nhanh chóng. Rất yên tâm khi mua hàng trên Tiki vì chăm sóc khách hàng sau mua hàng rất tốt."
